,1,2,3,4,5,6,7,8,9,10,11
0,28,25,22,35,20,31,11,29,18,14,23
1,29,25,22,35,20,31,11,29,18,14,23
2,29,25,22,35,20,31,11,29,18,14,23
3,29,25,22,35,20,31,11,29,18,14,23
4,29,25,22,35,20,31,11,29,18,14,23
5,29,25,22,35,20,31,11,29,18,14,23
6,29,25,22,35,20,31,11,29,19,14,23
7,29,25,22,35,20,31,11,29,19,14,23
8,29,25,22,35,20,31,11,29,19,14,24
9,29,25,22,35,20,31,11,29,19,14,24
10,29,25,22,35,20,31,11,29,19,14,24
11,29,25,22,35,20,31,11,29,19,14,24
12,29,25,22,35,20,31,11,29,19,14,24
13,29,25,22,35,21,31,11,29,19,14,24
14,29,25,22,35,21,31,11,29,19,14,24
15,29,25,22,35,21,31,11,29,19,14,24
16,29,25,22,35,21,31,11,29,19,14,24
17,29,25,22,35,21,31,11,29,19,14,24
18,29,25,22,35,21,31,11,29,19,14,24
19,29,25,22,35,21,31,11,29,19,14,24
20,29,25,22,35,21,31,11,29,19,14,24
21,29,25,22,35,21,31,11,29,19,14,24
22,29,25,22,35,21,31,11,29,19,14,24
23,29,25,22,35,21,31,11,29,19,14,24
24,29,25,22,35,21,31,11,29,19,14,24
25,29,25,22,35,21,31,11,29,19,14,24
26,30,25,22,35,21,31,11,29,19,14,24
27,30,25,22,35,21,31,11,29,19,14,24
28,30,25,22,35,21,31,11,29,19,14,24
29,30,25,22,35,21,31,11,29,19,14,24
30,30,25,22,35,21,31,11,29,19,14,24
31,30,25,22,35,21,31,11,29,19,14,24
32,30,25,22,35,21,31,11,29,19,14,24
33,30,25,22,35,21,31,11,29,20,14,24
34,30,25,22,35,21,31,11,29,20,14,24
35,30,25,22,35,21,31,11,29,20,14,24
36,30,25,22,35,21,31,11,29,20,14,24
37,30,25,23,35,21,31,11,29,20,14,24
38,30,25,23,35,21,31,11,29,20,14,24
39,30,25,23,35,21,31,11,29,20,14,24
40,30,25,23,35,21,31,11,29,20,14,24
41,30,25,23,35,21,31,11,29,20,14,25
42,30,25,23,35,21,31,11,29,20,14,25
43,30,25,23,35,21,31,11,29,20,14,25
44,30,25,23,35,21,31,11,29,20,14,25
45,30,25,23,35,21,31,11,29,20,14,25
46,30,25,23,35,21,31,11,29,20,14,25
47,30,25,23,35,21,31,11,29,20,14,25
48,30,25,23,35,21,31,11,29,20,14,25
49,30,25,23,35,21,31,11,29,20,14,25
50,30,25,23,35,22,31,11,29,20,14,25
51,30,25,23,35,22,31,11,29,20,14,25
52,30,25,23,35,22,31,11,29,21,14,25
53,30,25,23,35,22,31,11,29,21,14,25
54,30,25,23,35,22,31,11,29,21,14,25
55,30,25,23,35,22,31,11,29,21,14,25
56,30,25,23,35,22,31,11,29,21,14,25
